SNo,Name,ItemId,ItemName,Quantity,Rate,Total,CostCenterId,Date
1234,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-03-05
1235,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-03-05
1236,Restaurant1,10,Tuborg,5,525,2625,2,2019-03-05
1237,Restaurant1,3,Chicken Mo:Mo,12,300,3600,1,2019-03-06
1238,Restaurant1,4,French Fries,1,215,215,1,2019-03-06
1239,Restaurant1,5,Mineral Water,9,80,720,2,2019-03-06
1240,Restaurant1,6,Mineral Water (P),4,60,240,2,2019-03-06
1241,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-06
1242,Restaurant1,9,Soft Drinks-Coke-250ml,4,125,500,2,2019-03-06
1243,Restaurant1,2,Cafe Latte,2,150,300,3,2019-03-07
1244,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-03-07
1245,Restaurant1,4,French Fries,1,215,215,1,2019-03-07
1246,Restaurant1,5,Mineral Water,1,80,80,2,2019-03-07
1247,Restaurant1,6,Mineral Water (P),4,60,240,2,2019-03-07
1248,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-03-07
1249,Restaurant1,9,Soft Drinks-Coke-250ml,8,125,1000,2,2019-03-07
1250,Restaurant1,3,Chicken Mo:Mo,6,300,1800,1,2019-03-08
1251,Restaurant1,4,French Fries,2,215,430,1,2019-03-08
1252,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-03-08
1253,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-03-08
1254,Restaurant1,2,Cafe Latte,5,150,750,3,2019-03-09
1255,Restaurant1,3,Chicken Mo:Mo,12,300,3600,1,2019-03-09
1256,Restaurant1,4,French Fries,4,215,860,1,2019-03-09
1257,Restaurant1,5,Mineral Water,5,80,400,2,2019-03-09
1258,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-09
1259,Restaurant1,9,Soft Drinks-Coke-250ml,4,125,500,2,2019-03-09
1260,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-10
1261,Restaurant1,3,Chicken Mo:Mo,2,300,600,1,2019-03-10
1262,Restaurant1,4,French Fries,2,215,430,1,2019-03-10
1263,Restaurant1,5,Mineral Water,6,80,480,2,2019-03-10
1264,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-03-10
1265,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-03-10
1266,Restaurant1,10,Tuborg,8,525,4200,2,2019-03-10
1267,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-11
1268,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-03-11
1269,Restaurant1,4,French Fries,1,215,215,1,2019-03-11
1270,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-11
1271,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-03-12
1272,Restaurant1,4,French Fries,3,215,645,1,2019-03-12
1273,Restaurant1,5,Mineral Water,9,80,720,2,2019-03-12
1274,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-03-12
1275,Restaurant1,9,Soft Drinks-Coke-250ml,8,125,1000,2,2019-03-12
1276,Restaurant1,10,Tuborg,14,525,7350,2,2019-03-12
1277,Restaurant1,2,Cafe Latte,5,150,750,3,2019-03-13
1278,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-03-13
1279,Restaurant1,4,French Fries,4,215,860,1,2019-03-13
1280,Restaurant1,5,Mineral Water,7,80,560,2,2019-03-13
1281,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-13
1282,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-13
1283,Restaurant1,10,Tuborg,4,525,2100,2,2019-03-13
1284,Restaurant1,3,Chicken Mo:Mo,6,300,1800,1,2019-03-14
1285,Restaurant1,4,French Fries,3,215,645,1,2019-03-14
1286,Restaurant1,5,Mineral Water,2,80,160,2,2019-03-14
1287,Restaurant1,6,Mineral Water (P),34,60,2040,2,2019-03-14
1288,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-03-14
1289,Restaurant1,8,NCell Combo,2121,120,254520,3,2019-03-14
1290,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-03-14
1291,Restaurant1,2,Cafe Latte,2,150,300,3,2019-03-15
1292,Restaurant1,3,Chicken Mo:Mo,9,300,2700,1,2019-03-15
1293,Restaurant1,4,French Fries,6,215,1290,1,2019-03-15
1294,Restaurant1,5,Mineral Water,6,80,480,2,2019-03-15
1295,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-15
1296,Restaurant1,9,Soft Drinks-Coke-250ml,8,125,1000,2,2019-03-15
1297,Restaurant1,10,Tuborg,20,525,10500,2,2019-03-15
1298,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-16
1299,Restaurant1,3,Chicken Mo:Mo,14,300,4200,1,2019-03-16
1300,Restaurant1,4,French Fries,7,215,1505,1,2019-03-16
1301,Restaurant1,5,Mineral Water,2,80,160,2,2019-03-16
1302,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-03-16
1303,Restaurant1,9,Soft Drinks-Coke-250ml,25,125,3125,2,2019-03-16
1304,Restaurant1,10,Tuborg,4,525,2100,2,2019-03-16
1305,Restaurant1,2,Cafe Latte,4,150,600,3,2019-03-17
1306,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-03-17
1307,Restaurant1,4,French Fries,1,215,215,1,2019-03-17
1308,Restaurant1,5,Mineral Water,6,80,480,2,2019-03-17
1309,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-03-17
1310,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-03-17
1311,Restaurant1,10,Tuborg,2,525,1050,2,2019-03-17
1312,Restaurant1,2,Cafe Latte,5,150,750,3,2019-03-18
1313,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-03-18
1314,Restaurant1,4,French Fries,2,215,430,1,2019-03-18
1315,Restaurant1,5,Mineral Water,5,80,400,2,2019-03-18
1316,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-03-18
1317,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-18
1318,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-03-19
1319,Restaurant1,4,French Fries,1,215,215,1,2019-03-19
1320,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-03-19
1321,Restaurant1,9,Soft Drinks-Coke-250ml,7,125,875,2,2019-03-19
1322,Restaurant1,10,Tuborg,1,525,525,2,2019-03-19
1323,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-21
1324,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-03-21
1325,Restaurant1,4,French Fries,3,215,645,1,2019-03-21
1326,Restaurant1,5,Mineral Water,8,80,640,2,2019-03-21
1327,Restaurant1,6,Mineral Water (P),8,60,480,2,2019-03-21
1328,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-03-21
1329,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-21
1330,Restaurant1,2,Cafe Latte,1,150,150,3,2019-03-22
1331,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-03-22
1332,Restaurant1,5,Mineral Water,2,80,160,2,2019-03-22
1333,Restaurant1,10,Tuborg,6,525,3150,2,2019-03-22
1334,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-23
1335,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-03-23
1336,Restaurant1,4,French Fries,8,215,1720,1,2019-03-23
1337,Restaurant1,5,Mineral Water,7,80,560,2,2019-03-23
1338,Restaurant1,6,Mineral Water (P),12,60,720,2,2019-03-23
1339,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-03-23
1340,Restaurant1,10,Tuborg,13,525,6825,2,2019-03-23
1341,Restaurant1,2,Cafe Latte,2,150,300,3,2019-03-24
1342,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-03-24
1343,Restaurant1,4,French Fries,4,215,860,1,2019-03-24
1344,Restaurant1,5,Mineral Water,5,80,400,2,2019-03-24
1345,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-03-24
1346,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-24
1347,Restaurant1,10,Tuborg,4,525,2100,2,2019-03-24
1348,Restaurant1,2,Cafe Latte,4,150,600,3,2019-03-25
1349,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-03-25
1350,Restaurant1,4,French Fries,1,215,215,1,2019-03-25
1351,Restaurant1,5,Mineral Water,2,80,160,2,2019-03-25
1352,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-25
1353,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-03-25
1354,Restaurant1,10,Tuborg,26,525,13650,2,2019-03-25
1355,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-26
1356,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-03-26
1357,Restaurant1,4,French Fries,2,215,430,1,2019-03-26
1358,Restaurant1,5,Mineral Water,2,80,160,2,2019-03-26
1359,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-03-26
1360,Restaurant1,10,Tuborg,2,525,1050,2,2019-03-26
1361,Restaurant1,2,Cafe Latte,4,150,600,3,2019-03-27
1362,Restaurant1,3,Chicken Mo:Mo,2,300,600,1,2019-03-27
1363,Restaurant1,4,French Fries,1,215,215,1,2019-03-27
1364,Restaurant1,6,Mineral Water (P),12,60,720,2,2019-03-27
1365,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-03-27
1366,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-03-27
1367,Restaurant1,2,Cafe Latte,1,150,150,3,2019-03-28
1368,Restaurant1,3,Chicken Mo:Mo,11,300,3300,1,2019-03-28
1369,Restaurant1,4,French Fries,1,215,215,1,2019-03-28
1370,Restaurant1,5,Mineral Water,7,80,560,2,2019-03-28
1371,Restaurant1,6,Mineral Water (P),5,60,300,2,2019-03-28
1372,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-03-28
1373,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-03-29
1374,Restaurant1,5,Mineral Water,4,80,320,2,2019-03-29
1375,Restaurant1,6,Mineral Water (P),47,60,2820,2,2019-03-29
1376,Restaurant1,8,NCell Combo,2355,120,282600,3,2019-03-29
1377,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-03-29
1378,Restaurant1,2,Cafe Latte,4,150,600,3,2019-03-30
1379,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-03-30
1380,Restaurant1,4,French Fries,4,215,860,1,2019-03-30
1381,Restaurant1,5,Mineral Water,7,80,560,2,2019-03-30
1382,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-03-30
1383,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-03-30
1384,Restaurant1,10,Tuborg,2,525,1050,2,2019-03-30
1385,Restaurant1,2,Cafe Latte,3,150,450,3,2019-03-31
1386,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-03-31
1387,Restaurant1,4,French Fries,2,215,430,1,2019-03-31
1388,Restaurant1,5,Mineral Water,3,80,240,2,2019-03-31
1389,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-03-31
1390,Restaurant1,2,Cafe Latte,5,150,750,3,2019-04-01
1391,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-04-01
1392,Restaurant1,4,French Fries,4,215,860,1,2019-04-01
1393,Restaurant1,5,Mineral Water,2,80,160,2,2019-04-01
1394,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-04-01
1395,Restaurant1,2,Cafe Latte,3,150,450,3,2019-04-02
1396,Restaurant1,3,Chicken Mo:Mo,2,300,600,1,2019-04-02
1397,Restaurant1,4,French Fries,2,215,430,1,2019-04-02
1398,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-02
1399,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-04-02
1400,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-03
1401,Restaurant1,3,Chicken Mo:Mo,16,300,4800,1,2019-04-03
1402,Restaurant1,4,French Fries,6,215,1290,1,2019-04-03
1403,Restaurant1,5,Mineral Water,8,80,640,2,2019-04-03
1404,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-04-03
1405,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-04-03
1406,Restaurant1,10,Tuborg,20,525,10500,2,2019-04-03
1407,Restaurant1,2,Cafe Latte,6,150,900,3,2019-04-04
1408,Restaurant1,3,Chicken Mo:Mo,8,300,2400,1,2019-04-04
1409,Restaurant1,4,French Fries,4,215,860,1,2019-04-04
1410,Restaurant1,5,Mineral Water,3,80,240,2,2019-04-04
1411,Restaurant1,6,Mineral Water (P),6,60,360,2,2019-04-04
1412,Restaurant1,10,Tuborg,4,525,2100,2,2019-04-04
1413,Restaurant1,3,Chicken Mo:Mo,22,300,6600,1,2019-04-05
1414,Restaurant1,4,French Fries,11,215,2365,1,2019-04-05
1415,Restaurant1,5,Mineral Water,3,80,240,2,2019-04-05
1416,Restaurant1,7,Mustange Aloo,8,215,1720,1,2019-04-05
1417,Restaurant1,9,Soft Drinks-Coke-250ml,6,125,750,2,2019-04-05
1418,Restaurant1,2,Cafe Latte,6,150,900,3,2019-04-06
1419,Restaurant1,3,Chicken Mo:Mo,8,300,2400,1,2019-04-06
1420,Restaurant1,4,French Fries,6,215,1290,1,2019-04-06
1421,Restaurant1,5,Mineral Water,6,80,480,2,2019-04-06
1422,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-04-06
1423,Restaurant1,9,Soft Drinks-Coke-250ml,7,125,875,2,2019-04-06
1424,Restaurant1,10,Tuborg,2,525,1050,2,2019-04-06
1425,Restaurant1,2,Cafe Latte,2,150,300,3,2019-04-07
1426,Restaurant1,4,French Fries,1,215,215,1,2019-04-07
1427,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-07
1428,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-07
1429,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-04-07
1430,Restaurant1,2,Cafe Latte,5,150,750,3,2019-04-08
1431,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-04-08
1432,Restaurant1,4,French Fries,3,215,645,1,2019-04-08
1433,Restaurant1,5,Mineral Water,2,80,160,2,2019-04-08
1434,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-08
1435,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-04-08
1436,Restaurant1,10,Tuborg,8,525,4200,2,2019-04-08
1437,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-09
1438,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-04-09
1439,Restaurant1,4,French Fries,1,215,215,1,2019-04-09
1440,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-09
1441,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-04-09
1442,Restaurant1,2,Cafe Latte,3,150,450,3,2019-04-10
1443,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-04-10
1444,Restaurant1,4,French Fries,10,215,2150,1,2019-04-10
1445,Restaurant1,5,Mineral Water,10,80,800,2,2019-04-10
1446,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-04-10
1447,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-04-10
1448,Restaurant1,10,Tuborg,3,525,1575,2,2019-04-10
1449,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-04-11
1450,Restaurant1,4,French Fries,2,215,430,1,2019-04-11
1451,Restaurant1,5,Mineral Water,8,80,640,2,2019-04-11
1452,Restaurant1,6,Mineral Water (P),4,60,240,2,2019-04-11
1453,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-11
1454,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-04-12
1455,Restaurant1,4,French Fries,2,215,430,1,2019-04-12
1456,Restaurant1,5,Mineral Water,5,80,400,2,2019-04-12
1457,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-12
1458,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-04-12
1459,Restaurant1,10,Tuborg,1,525,525,2,2019-04-12
1460,Restaurant1,2,Cafe Latte,4,150,600,3,2019-04-14
1461,Restaurant1,3,Chicken Mo:Mo,25,300,7500,1,2019-04-14
1462,Restaurant1,4,French Fries,15,215,3225,1,2019-04-14
1463,Restaurant1,5,Mineral Water,27,80,2160,2,2019-04-14
1464,Restaurant1,7,Mustange Aloo,9,215,1935,1,2019-04-14
1465,Restaurant1,9,Soft Drinks-Coke-250ml,19,125,2375,2,2019-04-14
1466,Restaurant1,10,Tuborg,1,525,525,2,2019-04-14
1467,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-04-15
1468,Restaurant1,4,French Fries,1,215,215,1,2019-04-15
1469,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-15
1470,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-04-15
1471,Restaurant1,9,Soft Drinks-Coke-250ml,4,125,500,2,2019-04-15
1472,Restaurant1,10,Tuborg,3,525,1575,2,2019-04-15
1473,Restaurant1,3,Chicken Mo:Mo,10,300,3000,1,2019-04-16
1474,Restaurant1,4,French Fries,1,215,215,1,2019-04-16
1475,Restaurant1,5,Mineral Water,10,80,800,2,2019-04-16
1476,Restaurant1,7,Mustange Aloo,6,215,1290,1,2019-04-16
1477,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-04-16
1478,Restaurant1,10,Tuborg,1,525,525,2,2019-04-16
1479,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-04-17
1480,Restaurant1,4,French Fries,2,215,430,1,2019-04-17
1481,Restaurant1,5,Mineral Water,5,80,400,2,2019-04-17
1482,Restaurant1,7,Mustange Aloo,4,215,860,1,2019-04-17
1483,Restaurant1,9,Soft Drinks-Coke-250ml,7,125,875,2,2019-04-17
1484,Restaurant1,2,Cafe Latte,2,150,300,3,2019-04-18
1485,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-04-18
1486,Restaurant1,5,Mineral Water,4,80,320,2,2019-04-18
1487,Restaurant1,6,Mineral Water (P),5,60,300,2,2019-04-18
1488,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-18
1489,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-04-18
1490,Restaurant1,2,Cafe Latte,3,150,450,3,2019-04-19
1491,Restaurant1,3,Chicken Mo:Mo,6,300,1800,1,2019-04-19
1492,Restaurant1,4,French Fries,2,215,430,1,2019-04-19
1493,Restaurant1,5,Mineral Water,6,80,480,2,2019-04-19
1494,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-04-19
1495,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-04-19
1496,Restaurant1,10,Tuborg,4,525,2100,2,2019-04-19
1497,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-04-20
1498,Restaurant1,4,French Fries,3,215,645,1,2019-04-20
1499,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-20
1500,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-04-20
1501,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-04-20
1502,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-21
1503,Restaurant1,3,Chicken Mo:Mo,9,300,2700,1,2019-04-21
1504,Restaurant1,4,French Fries,6,215,1290,1,2019-04-21
1505,Restaurant1,5,Mineral Water,4,80,320,2,2019-04-21
1506,Restaurant1,7,Mustange Aloo,3,215,645,1,2019-04-21
1507,Restaurant1,9,Soft Drinks-Coke-250ml,6,125,750,2,2019-04-21
1508,Restaurant1,10,Tuborg,1,525,525,2,2019-04-21
1509,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-04-22
1510,Restaurant1,4,French Fries,2,215,430,1,2019-04-22
1511,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-22
1512,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-22
1513,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-04-22
1514,Restaurant1,2,Cafe Latte,2,150,300,3,2019-04-23
1515,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-04-23
1516,Restaurant1,4,French Fries,2,215,430,1,2019-04-23
1517,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-04-23
1518,Restaurant1,9,Soft Drinks-Coke-250ml,6,125,750,2,2019-04-23
1519,Restaurant1,2,Cafe Latte,2,150,300,3,2019-04-24
1520,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-04-24
1521,Restaurant1,4,French Fries,4,215,860,1,2019-04-24
1522,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-24
1523,Restaurant1,7,Mustange Aloo,7,215,1505,1,2019-04-24
1524,Restaurant1,9,Soft Drinks-Coke-250ml,7,125,875,2,2019-04-24
1525,Restaurant1,10,Tuborg,3,525,1575,2,2019-04-24
1526,Restaurant1,4,French Fries,2,215,430,1,2019-04-25
1527,Restaurant1,5,Mineral Water,3,80,240,2,2019-04-25
1528,Restaurant1,6,Mineral Water (P),9,60,540,2,2019-04-25
1529,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-25
1530,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-04-25
1531,Restaurant1,10,Tuborg,1,525,525,2,2019-04-25
1532,Restaurant1,1,Blue Curacao (P.BI),480,2.5,1200,2,2019-04-26
1533,Restaurant1,3,Chicken Mo:Mo,2,300,600,1,2019-04-26
1534,Restaurant1,4,French Fries,2,215,430,1,2019-04-26
1535,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-26
1536,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-04-26
1537,Restaurant1,10,Tuborg,6,525,3150,2,2019-04-26
1538,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-27
1539,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-04-27
1540,Restaurant1,4,French Fries,4,215,860,1,2019-04-27
1541,Restaurant1,5,Mineral Water,1,80,80,2,2019-04-27
1542,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-28
1543,Restaurant1,4,French Fries,4,215,860,1,2019-04-28
1544,Restaurant1,6,Mineral Water (P),174,60,10440,2,2019-04-28
1545,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-04-28
1546,Restaurant1,8,NCell Combo,2914,120,349680,3,2019-04-28
1547,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-04-28
1548,Restaurant1,2,Cafe Latte,1,150,150,3,2019-04-29
1549,Restaurant1,3,Chicken Mo:Mo,11,300,3300,1,2019-04-29
1550,Restaurant1,4,French Fries,3,215,645,1,2019-04-29
1551,Restaurant1,5,Mineral Water,5,80,400,2,2019-04-29
1552,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-04-29
1553,Restaurant1,9,Soft Drinks-Coke-250ml,6,125,750,2,2019-04-29
1554,Restaurant1,10,Tuborg,2,525,1050,2,2019-04-29
1555,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-04-30
1556,Restaurant1,4,French Fries,1,215,215,1,2019-04-30
1557,Restaurant1,5,Mineral Water,7,80,560,2,2019-04-30
1558,Restaurant1,9,Soft Drinks-Coke-250ml,12,125,1500,2,2019-04-30
1559,Restaurant1,2,Cafe Latte,4,150,600,3,2019-05-01
1560,Restaurant1,4,French Fries,1,215,215,1,2019-05-01
1561,Restaurant1,5,Mineral Water,2,80,160,2,2019-05-01
1562,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-05-01
1563,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-05-01
1564,Restaurant1,10,Tuborg,2,525,1050,2,2019-05-01
1565,Restaurant1,4,French Fries,1,215,215,1,2019-05-02
1566,Restaurant1,5,Mineral Water,1,80,80,2,2019-05-02
1567,Restaurant1,6,Mineral Water (P),12,60,720,2,2019-05-02
1568,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-05-02
1569,Restaurant1,9,Soft Drinks-Coke-250ml,2,125,250,2,2019-05-02
1570,Restaurant1,4,French Fries,1,215,215,1,2019-05-03
1571,Restaurant1,9,Soft Drinks-Coke-250ml,3,125,375,2,2019-05-03
1572,Restaurant1,3,Chicken Mo:Mo,6,300,1800,1,2019-05-04
1573,Restaurant1,4,French Fries,5,215,1075,1,2019-05-04
1574,Restaurant1,5,Mineral Water,10,80,800,2,2019-05-04
1575,Restaurant1,7,Mustange Aloo,5,215,1075,1,2019-05-04
1576,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-05-04
1577,Restaurant1,2,Cafe Latte,2,150,300,3,2019-05-05
1578,Restaurant1,3,Chicken Mo:Mo,4,300,1200,1,2019-05-05
1579,Restaurant1,4,French Fries,2,215,430,1,2019-05-05
1580,Restaurant1,5,Mineral Water,1,80,80,2,2019-05-05
1581,Restaurant1,10,Tuborg,2,525,1050,2,2019-05-05
1582,Restaurant1,2,Cafe Latte,1,150,150,3,2019-05-06
1583,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-05-06
1584,Restaurant1,4,French Fries,1,215,215,1,2019-05-06
1585,Restaurant1,9,Soft Drinks-Coke-250ml,4,125,500,2,2019-05-06
1586,Restaurant1,10,Tuborg,9,525,4725,2,2019-05-06
1587,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-05-07
1588,Restaurant1,4,French Fries,4,215,860,1,2019-05-07
1589,Restaurant1,5,Mineral Water,1,80,80,2,2019-05-07
1590,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-05-07
1591,Restaurant1,9,Soft Drinks-Coke-250ml,5,125,625,2,2019-05-07
1592,Restaurant1,9,Soft Drinks-Coke-250ml,6,125,750,2,2019-05-08
1593,Restaurant1,3,Chicken Mo:Mo,7,300,2100,1,2019-05-09
1594,Restaurant1,4,French Fries,1,215,215,1,2019-05-09
1595,Restaurant1,5,Mineral Water,3,80,240,2,2019-05-09
1596,Restaurant1,6,Mineral Water (P),13,60,780,2,2019-05-09
1597,Restaurant1,7,Mustange Aloo,1,215,215,1,2019-05-09
1598,Restaurant1,9,Soft Drinks-Coke-250ml,1,125,125,2,2019-05-09
1599,Restaurant1,10,Tuborg,10,525,5250,2,2019-05-09
1600,Restaurant1,1,Blue Curacao (P.BI),500,2,1000,2,2019-05-11
1601,Restaurant1,3,Chicken Mo:Mo,1,300,300,1,2019-05-11
1602,Restaurant1,4,French Fries,2,215,430,1,2019-05-11
1603,Restaurant1,5,Mineral Water,3,80,240,2,2019-05-11
1604,Restaurant1,2,Cafe Latte,4,150,600,3,2019-05-12
1605,Restaurant1,3,Chicken Mo:Mo,5,300,1500,1,2019-05-12
1606,Restaurant1,5,Mineral Water,5,80,400,2,2019-05-12
1607,Restaurant1,7,Mustange Aloo,2,215,430,1,2019-05-12
1608,Restaurant1,9,Soft Drinks-Coke-250ml,4,125,500,2,2019-05-12
1609,Restaurant1,10,Tuborg,2,525,1050,2,2019-05-12
1610,Restaurant1,2,Cafe Latte,1,150,150,3,2019-05-13
1611,Restaurant1,3,Chicken Mo:Mo,2,300,600,1,2019-05-13
1612,Restaurant1,4,French Fries,6,215,1290,1,2019-05-13
1613,Restaurant1,2,Cafe Latte,1,150,150,3,2019-05-14
1614,Restaurant1,3,Chicken Mo:Mo,3,300,900,1,2019-05-14
1615,Restaurant1,4,French Fries,5,215,1075,1,2019-05-14
